"amphur_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
2001,627,3018,332,283,0,0,279,0,4,0.323107310445614,0,0,0,2,4,2,7,8,4,4,9,10,7,0,1,254,4,0,20,16,20,3,105,49,45,19,4,0,0,10,0,"20"
2002,318,1589,203,174,0,0,174,0,0,0.345457433290978,0,0,0,2,4,5,0,1,0,0,7,4,3,2,0,159,0,0,18,15,11,0,36,25,31,5,0,0,0,0,2,"20"
2003,112,524,78,71,0,0,68,0,3,0.655828560871975,0,0,0,0,0,1,0,0,0,0,3,1,16,0,0,58,0,0,10,4,9,0,12,16,18,0,3,0,0,15,7,"20"
2004,525,1910,169,139,0,0,139,0,2,0.212126299082821,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,127,0,0,12,5,5,0,19,5,6,2,2,0,0,1,0,"20"
2005,204,961,117,106,0,0,98,0,8,0.262337276642083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,3,8,9,0,10,7,3,0,8,0,0,7,0,"20"
2006,740,4311,560,432,0,0,430,0,2,0.49206096088571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,419,0,0,11,0,7,0,13,66,79,0,2,0,0,0,0,"20"
2007,645,2089,127,112,0,0,107,0,5,0.0810883211097516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,11,3,14,0,35,0,0,0,5,0,0,0,0,"20"
2008,18,92,7,7,0,0,7,0,0,0.33381020505484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"20"
2009,478,2154,146,132,0,0,131,0,1,0.259403372243839,0,0,0,3,0,3,18,0,0,0,0,0,0,0,0,127,0,0,4,2,6,0,57,5,10,0,1,0,0,2,0,"20"
2010,431,2291,460,411,0,0,411,0,0,1.36223525902357,0,0,0,4,7,19,2,3,0,0,23,30,16,1,3,261,3,0,150,16,31,0,52,52,73,4,0,0,0,5,5,"20"
2011,256,1237,159,141,0,0,141,0,0,0.762326989619377,0,0,0,1,8,7,2,3,4,1,3,4,1,1,1,123,2,0,15,2,2,3,60,34,35,5,0,0,0,9,3,"20"
