"tumbol_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
"440102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44"
"440103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44"
"440104",3,18,3,3,0,0,3,0,0,0.02710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44"
"440105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44"
"440106",70,333,101,81,0,7,74,0,0,2.08065759054714,0,0,2,0,0,1,0,5,0,0,2,0,0,0,0,68,0,0,6,1,2,0,6,4,11,0,0,0,0,0,0,"44"
"440107",145,650,141,120,0,0,120,0,0,1.56657963446475,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,3,0,1,76,11,0,0,0,0,0,0,"44"
"440108",131,672,177,140,0,5,134,0,1,1.96188340807175,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,134,0,0,0,0,0,1,10,42,55,0,1,0,0,0,0,"44"
"440109",61,303,96,78,0,2,76,0,0,0.703463203463203,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,76,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,"44"
"440110",83,463,130,96,0,1,95,0,0,1.48606811145511,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,95,0,0,0,2,2,0,54,21,9,0,0,0,0,0,0,"44"
"440111",4,11,5,3,0,1,2,0,0,0.0697836706210747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,"44"
