"village_ID","poor.household.CNT","poor.JPT.CNT","poor.JPT.MOFreg.CNT","poor.JPT.MOFval.CNT","poor.JPT.MOFval.health","poor.JPT.MOFval.living","poor.JPT.MOFval.education","poor.JPT.MOFval.income","poor.JPT.MOFval.accessibility","JPT.MOFval.pov.rate","poor.JPT.MOFval.ind1.CNT","poor.JPT.MOFval.ind2.CNT","poor.JPT.MOFval.ind3.CNT","poor.JPT.MOFval.ind4.CNT","poor.JPT.MOFval.ind5.CNT","poor.JPT.MOFval.ind6.CNT","poor.JPT.MOFval.ind7.CNT","poor.JPT.MOFval.ind8.CNT","poor.JPT.MOFval.ind9.CNT","poor.JPT.MOFval.ind10.CNT","poor.JPT.MOFval.ind11.CNT","poor.JPT.MOFval.ind12.CNT","poor.JPT.MOFval.ind13.CNT","poor.JPT.MOFval.ind14.CNT","poor.JPT.MOFval.ind15.CNT","poor.JPT.MOFval.ind16.CNT","poor.JPT.MOFval.ind17.CNT","poor.JPT.MOFval.ind18.CNT","poor.JPT.MOFval.ind19.CNT","poor.JPT.MOFval.ind20.CNT","poor.JPT.MOFval.ind21.CNT","poor.JPT.MOFval.ind22.CNT","poor.JPT.MOFval.ind23.CNT","poor.JPT.MOFval.ind24.CNT","poor.JPT.MOFval.ind25.CNT","poor.JPT.MOFval.ind26.CNT","poor.JPT.MOFval.ind27.CNT","poor.JPT.MOFval.ind28.CNT","poor.JPT.MOFval.ind29.CNT","poor.JPT.MOFval.ind30.CNT","poor.JPT.MOFval.ind31.CNT","province_ID"
"7401040101",64,161,59,50,30,2,0,25,0,10.1010101010101,0,0,0,18,27,11,5,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,2,12,28,17,0,0,0,3,0,"74"
"7401040201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74"
"7401040301",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74"
"7401040401",13,41,13,11,4,0,0,9,0,5.82010582010582,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,3,0,0,0,0,1,0,"74"
"7401040501",47,102,33,28,19,0,0,16,0,8.04597701149425,0,0,0,6,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,6,6,0,0,0,0,3,0,"74"
"7401040601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74"
"7401040701",3,10,3,3,0,0,0,3,0,0.821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,"74"
"7401040801",30,100,30,28,7,0,0,26,0,6.4367816091954,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,20,13,0,0,0,0,2,0,"74"
"7401040901",29,102,24,20,11,0,0,16,0,2.85714285714286,0,0,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,3,1,6,0,0,0,0,0,0,"74"
"7401050101",58,159,33,26,13,1,0,25,0,4.27631578947368,0,0,0,0,0,23,13,0,0,0,1,0,0,0,0,0,0,0,0,4,22,0,0,5,3,0,0,0,0,1,0,"74"
"7401050201",42,130,36,25,6,0,0,25,0,11.9047619047619,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,5,2,0,0,0,0,0,0,"74"
